,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,neighborhood_id,rent_price,buy_price,house_type_id,is_new_development,is_renewal_needed,energy_certificate,has_parking,is_exterior,tipo,barrio_pm2,barrio,distr,e_certificate
1487,20255,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",104.0,88.4,3,2.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1109,265300,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1488,20254,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",113.0,96.05,3,2.0,8,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1148,279854,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1489,20253,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",114.0,96.9,3,2.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1161,284850,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1490,20252,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",107.0,90.95,3,2.0,5,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1119,268914,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1491,20251,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",107.0,90.95,3,2.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1119,268914,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1492,20250,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",104.0,88.4,3,2.0,6,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1109,265300,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1493,20249,Piso en venta en CESAR PASTOR LLOPIS,"Santa Eugenia, Madrid",80.0,68.0,2,2.0,2,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,849,179500,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1494,20248,Piso en venta en calle Rozas de Puerto Real,"Ensanche de Vallecas - La Gavia, Madrid",52.0,44.2,1,1.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,758,154000,HouseType 1: Pisos,0,0,C,1,1,0.0,2.67728,Ensanche de,Villa de,5
1495,20247,"Ático en venta en avenida del Ensanche de Vallecas, 83","Ensanche de Vallecas - La Gavia, Madrid",35.0,29.75,1,1.0,8,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,833,175000,HouseType 5: Áticos,0,0,en trámite,1,1,2.0,2.67728,Ensanche de,Villa de,0
1496,20246,Piso en venta en calle de Puentelarra,"Santa Eugenia, Madrid",56.0,47.6,2,1.0,0,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,535,99000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1498,20244,Ático en venta en Casco Histórico de Vallecas,"Villa de Vallecas, Madrid",130.0,80.0,3,2.0,4,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,1169,288000,HouseType 5: Áticos,0,0,E,1,1,2.0,1.956,Casco Histórico,Villa de,3
1499,20243,Piso en venta en Casco Histórico de Vallecas,"Villa de Vallecas, Madrid",60.0,50.0,2,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,600,114000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1500,20242,"Piso en venta en avenida del Ensanche de Vallecas, 85","Ensanche de Vallecas - La Gavia, Madrid",57.0,48.45,1,1.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,891,192000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1502,20240,"Piso en venta en avenida de las Suertes, 93","Ensanche de Vallecas - La Gavia, Madrid",104.0,81.0,3,2.0,7,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1250,320000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1503,20239,Dúplex en venta en cerro del murmullo,"Ensanche de Vallecas - La Gavia, Madrid",55.0,46.75,0,1.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,654,127000,HouseType 4: Dúplex,0,0,en trámite,1,1,1.0,2.67728,Ensanche de,Villa de,0
1504,20238,"Piso en venta en calle Puerto de las Pilas, Madrid","Casco Histórico de Vallecas, Madrid",72.0,60.0,3,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,709,141000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1505,20237,Piso en venta en Casco Histórico de Vallecas,"Villa de Vallecas, Madrid",60.0,50.0,2,1.0,0,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,448,80250,HouseType 1: Pisos,0,1,inmueble exento,0,1,0.0,1.956,Casco Histórico,Villa de,0
1506,20236,"Piso en venta en calle Muela de San Juan, 23","Casco Histórico de Vallecas, Madrid",54.0,48.0,2,1.0,1,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,666,130000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1507,20235,"Piso en venta en avenida Cerro Milano, 141","Ensanche de Vallecas - La Gavia, Madrid",62.0,52.7,1,1.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,833,175000,HouseType 1: Pisos,0,0,A,1,0,0.0,2.67728,Ensanche de,Villa de,7
1508,20234,"Piso en venta en avenida de las Suertes, 55","Ensanche de Vallecas - La Gavia, Madrid",55.0,46.75,1,1.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1009,230000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1510,20232,"Dúplex en venta en calle Cerro del Murmullo, 13","Ensanche de Vallecas - La Gavia, Madrid",60.0,50.0,0,1.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,604,115000,HouseType 4: Dúplex,0,0,en trámite,1,1,1.0,2.67728,Ensanche de,Villa de,0
1511,20231,"Piso en venta en calle Talamanca del Jarama, 32","Ensanche de Vallecas - La Gavia, Madrid",83.0,70.55,2,2.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1135,275000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1512,20230,"Ático en venta en calle de Torre de Juan Abad, 2","Casco Histórico de Vallecas, Madrid",150.0,127.5,4,2.0,4,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,1621,480000,HouseType 5: Áticos,0,0,en trámite,1,1,2.0,1.956,Casco Histórico,Villa de,0
1514,20228,"Piso en venta en calle Villaluenga de la Sagra, 20","Ensanche de Vallecas - La Gavia, Madrid",82.0,75.0,2,1.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1072,252000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1515,20227,"Piso en venta en calle Sierra de Engarceran, 2","Casco Histórico de Vallecas, Madrid",106.0,98.0,3,2.0,0,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,917,200000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,1.956,Casco Histórico,Villa de,0
1516,20226,"Piso en venta en Canencia de la Sierra, 25","Ensanche de Vallecas - La Gavia, Madrid",70.0,59.5,1,1.0,5,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1034,238500,HouseType 1: Pisos,0,0,D,1,1,0.0,2.67728,Ensanche de,Villa de,4
1517,20225,"Piso en venta en calle de Puentelarra, 52","Santa Eugenia, Madrid",125.0,106.25,3,2.0,1,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,1067,250000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1518,20224,"Piso en venta en calle Sierra de Tornavacas, 9","Casco Histórico de Vallecas, Madrid",65.0,59.0,3,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,705,140000,HouseType 1: Pisos,0,0,no indicado,0,0,0.0,1.956,Casco Histórico,Villa de,0
1519,20223,"Piso en venta en calle Felipe Alvarez, 20","Casco Histórico de Vallecas, Madrid",90.0,80.0,3,1.0,4,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,948,210000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1520,20222,"Piso en venta en calle de la Sierra del Torcal, 13","Casco Histórico de Vallecas, Madrid",110.0,105.0,4,2.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,816,169900,HouseType 1: Pisos,0,0,E,1,1,0.0,1.956,Casco Histórico,Villa de,3
1521,20221,Piso en venta en Santa Eugenia,"Villa de Vallecas, Madrid",93.0,79.05,3,1.0,1,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,954,212000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1522,20220,Piso en venta en Ensanche de Vallecas - La Gavia,"Villa de Vallecas, Madrid",125.0,106.25,3,2.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1153,282000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,2.67728,Ensanche de,Villa de,0
1523,20219,Piso en venta en calle de la Gavia Seca,"Casco Histórico de Vallecas, Madrid",56.0,47.6,3,1.0,0,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,541,100397,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1524,20218,Piso en venta en paseo Federico García Lorca,"Casco Histórico de Vallecas, Madrid",100.0,85.0,3,1.0,1,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,956,212500,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1525,20217,Piso en venta en calle de Fuentespina,"Santa Eugenia, Madrid",72.0,70.0,2,1.0,0,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,561,105000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1526,20216,Piso en venta en Puentelarra,"Santa Eugenia, Madrid",93.0,83.0,3,2.0,0,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,868,185000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1528,20214,"Dúplex en venta en calle Cerro del Murmullo, 11","Ensanche de Vallecas - La Gavia, Madrid",48.0,40.8,1,2.0,0,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,539,100000,HouseType 4: Dúplex,0,1,en trámite,1,1,1.0,2.67728,Ensanche de,Villa de,0
1529,20213,Piso en venta en Casco Histórico de Vallecas,"Villa de Vallecas, Madrid",50.0,42.5,2,1.0,1,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,570,106900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1530,20212,"Piso en venta en avenida de las Suertes, 55","Ensanche de Vallecas - La Gavia, Madrid",52.0,45.0,1,1.0,6,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1009,230000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1531,20211,Piso en venta en Casco Histórico de Vallecas,"Villa de Vallecas, Madrid",60.0,51.0,1,1.0,2,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,777,159000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1533,20209,Piso en venta en camino de la Suerte,"Casco Histórico de Vallecas, Madrid",51.0,43.35,2,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,623,119570,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1534,20208,"Ático en venta en Escuela de Vallecas, 16","Ensanche de Vallecas - La Gavia, Madrid",65.0,55.0,1,1.0,8,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,857,182000,HouseType 5: Áticos,0,0,F,1,1,2.0,2.67728,Ensanche de,Villa de,2
1535,20207,"Piso en venta en avenida de las suertes, 55","Ensanche de Vallecas - La Gavia, Madrid",62.0,45.0,1,1.0,3,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1067,250000,HouseType 1: Pisos,0,0,no indicado,1,0,0.0,2.67728,Ensanche de,Villa de,0
1536,20206,"Piso en venta en avenida ensanche de vallecas, 67","Ensanche de Vallecas - La Gavia, Madrid",63.0,53.55,1,1.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,840,177000,HouseType 1: Pisos,0,0,en trámite,1,0,0.0,2.67728,Ensanche de,Villa de,0
1537,20205,"Piso en venta en calle Manuel Cano, 12","Casco Histórico de Vallecas, Madrid",53.0,48.0,2,1.0,2,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,833,175000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.956,Casco Histórico,Villa de,0
1538,20204,"Piso en venta en calle Adolfo Bioy Casares, 3","Ensanche de Vallecas - La Gavia, Madrid",54.0,45.9,1,2.0,6,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,939,207000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1539,20203,Piso en venta en calle la Escuela de Vallecas,"Ensanche de Vallecas - La Gavia, Madrid",92.0,78.2,2,2.0,7,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1067,250000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1541,20201,Piso en venta en calle del Congosto,"Casco Histórico de Vallecas, Madrid",69.0,58.0,2,1.0,1,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,833,175000,HouseType 1: Pisos,0,0,G,0,1,0.0,1.956,Casco Histórico,Villa de,1
1542,20200,Piso en venta en Congosto,"Casco Histórico de Vallecas, Madrid",79.0,67.15,3,1.0,2,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,740,149000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.956,Casco Histórico,Villa de,0
1543,20199,Piso en venta en Sierra de Sabiñar,"Casco Histórico de Vallecas, Madrid",75.0,72.0,3,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,658,128000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1544,20198,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",109.0,92.65,3,2.0,5,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1127,272164,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1545,20197,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",104.0,88.4,3,2.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1109,265300,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1546,20196,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",149.0,126.65,4,3.0,5,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1349,361280,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1547,20195,Piso en venta en Sierra Morena,"Casco Histórico de Vallecas, Madrid",48.0,46.0,1,1.0,0,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,535,99000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1549,20193,"Piso en venta en avenida Cerro Milano, 141","Ensanche de Vallecas - La Gavia, Madrid",52.0,49.0,1,1.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,755,153200,HouseType 1: Pisos,0,0,no indicado,1,0,0.0,2.67728,Ensanche de,Villa de,0
1550,20192,Piso en venta en Casco Histórico de Vallecas,"Villa de Vallecas, Madrid",77.0,72.0,3,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,762,155000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1552,20190,Piso en venta en Ensanche de Vallecas - La Gavia,"Villa de Vallecas, Madrid",97.0,82.45,3,2.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1167,287000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,2.67728,Ensanche de,Villa de,0
1553,20189,"Dúplex en venta en avenida del Ensanche de Vallecas, 87","Ensanche de Vallecas - La Gavia, Madrid",56.0,46.0,1,1.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,833,175000,HouseType 4: Dúplex,0,0,en trámite,1,1,1.0,2.67728,Ensanche de,Villa de,0
1554,20188,"Piso en venta en calle Peña Cervera, 1","Casco Histórico de Vallecas, Madrid",80.0,75.0,2,2.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,1177,291000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,1.956,Casco Histórico,Villa de,0
1555,20187,"Piso en venta en avenida ensanche de Vallecas, 83 85","Ensanche de Vallecas - La Gavia, Madrid",75.0,70.0,1,1.0,7,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,816,170000,HouseType 1: Pisos,0,0,no indicado,1,0,0.0,2.67728,Ensanche de,Villa de,0
1556,20186,"Piso en venta en avenida de la Gavia, 39","Ensanche de Vallecas - La Gavia, Madrid",120.0,92.0,3,2.0,6,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1393,380000,HouseType 1: Pisos,0,0,A,1,1,0.0,2.67728,Ensanche de,Villa de,7
1557,20185,"Piso en venta en calle de Puentelarra, 37","Santa Eugenia, Madrid",68.0,57.8,3,1.0,4,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,666,130000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1558,20184,"Piso en venta en avenida Villa de Vallecas, 22","Ensanche de Vallecas - La Gavia, Madrid",90.0,85.0,2,2.0,3,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,816,170000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1559,20183,"Piso en venta en calle Sierra de Guadalupe, 2","Casco Histórico de Vallecas, Madrid",90.0,68.0,2,1.0,1,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,851,180000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,1.956,Casco Histórico,Villa de,0
1560,20182,"Piso en venta en avenida del ensanche de vallecas, 122","Ensanche de Vallecas - La Gavia, Madrid",56.0,42.0,1,1.0,6,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,884,190000,HouseType 1: Pisos,0,0,A,1,1,0.0,2.67728,Ensanche de,Villa de,7
1561,20181,"Piso en venta en calle Pena Oville, 4","Casco Histórico de Vallecas, Madrid",75.0,63.75,2,1.0,2,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,705,140000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1562,20180,"Piso en venta en calle la Revoltosa, 21","Casco Histórico de Vallecas, Madrid",33.0,32.0,1,1.0,1,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,666,130000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,1.956,Casco Histórico,Villa de,0
1563,20179,"Piso en venta en avenida del Ensanche de Vallecas, 118","Ensanche de Vallecas - La Gavia, Madrid",60.0,51.0,1,1.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,851,180000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1564,20178,"Piso en venta en avenida de la Gran Vía del Sureste, 42","Ensanche de Vallecas - La Gavia, Madrid",70.0,56.0,1,1.0,5,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,864,184000,HouseType 1: Pisos,0,0,C,1,1,0.0,2.67728,Ensanche de,Villa de,5
1565,20177,Piso en venta en Ensanche de Vallecas - La Gavia,"Villa de Vallecas, Madrid",94.0,79.9,2,2.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1143,278000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,2.67728,Ensanche de,Villa de,0
1566,20176,Piso en venta en Ensanche de Vallecas - La Gavia,"Villa de Vallecas, Madrid",105.0,89.25,3,1.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1203,301000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,2.67728,Ensanche de,Villa de,0
