,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,floor,neighborhood_id,rent_price,buy_price,house_type_id,is_new_development,is_renewal_needed,energy_certificate,has_parking,is_exterior,tipo,barrio_pm2,barrio,distr,e_certificate
1388,20354,"Piso en venta en calle de Puentedey, 5","Ensanche de Vallecas - La Gavia, Madrid",83.0,70.55,2,2.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1127,272000,HouseType 1: Pisos,0,0,B,1,1,0.0,2.67728,Ensanche de,Villa de,6
1389,20353,Piso en venta en avenida del Ensanche de Vallecas,"Ensanche de Vallecas - La Gavia, Madrid",70.0,59.5,1,1.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,933,205000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1390,20352,"Piso en venta en calle Puerto de Lumbreras, 31","Casco Histórico de Vallecas, Madrid",67.0,61.0,3,1.0,5,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,546,101500,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1391,20351,Piso en venta en calle Esperanza García,"Casco Histórico de Vallecas, Madrid",91.0,77.35,2,1.0,1,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,881,189000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1392,20350,Piso en venta en calle Esperanza García,"Casco Histórico de Vallecas, Madrid",70.0,59.5,1,1.0,0.5,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,741,149250,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1394,20348,Piso en venta en paseo Federico García Lorca,"Casco Histórico de Vallecas, Madrid",107.0,90.95,3,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,887,190800,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1395,20347,Piso en venta en calle Colmenar Viejo,"Casco Histórico de Vallecas, Madrid",72.0,65.0,2,1.0,1,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,553,103000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1396,20346,Piso en venta en Casco Histórico de Vallecas,"Villa de Vallecas, Madrid",57.0,48.45,3,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,538,99800,HouseType 1: Pisos,0,0,E,0,1,0.0,1.956,Casco Histórico,Villa de,3
1397,20345,Ático en venta en Muela de San Juan,"Casco Histórico de Vallecas, Madrid",90.0,84.0,2,1.0,4,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,1058,247000,HouseType 5: Áticos,0,0,en trámite,0,1,2.0,1.956,Casco Histórico,Villa de,0
1398,20344,Piso en venta en calle de la Pueblanueva,"Ensanche de Vallecas - La Gavia, Madrid",60.0,50.0,1,1.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,917,200000,HouseType 1: Pisos,0,0,B,1,1,0.0,2.67728,Ensanche de,Villa de,6
1399,20343,Piso en venta en calle de Villamayor de Santiago,"Ensanche de Vallecas - La Gavia, Madrid",77.0,65.0,2,1.0,3,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1047,243000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1400,20342,Piso en venta en avenida de Santa Eugenia,"Santa Eugenia, Madrid",125.0,115.0,4,2.0,1,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,1083,256000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1401,20341,Piso en venta en SIERRA DEL BREZO,"Casco Histórico de Vallecas, Madrid",70.0,58.0,3,2.0,1,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,847,179000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1402,20340,Piso en venta en HUELGA,"Casco Histórico de Vallecas, Madrid",69.0,58.0,3,2.0,0,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,868,185000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.956,Casco Histórico,Villa de,0
1403,20339,Piso en venta en calle de San Jaime,"Casco Histórico de Vallecas, Madrid",73.0,62.05,3,1.0,1,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,666,129900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1404,20338,Piso en venta en Sierra Morena,"Casco Histórico de Vallecas, Madrid",71.0,49.0,2,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,583,110000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.956,Casco Histórico,Villa de,3
1405,20337,Dúplex en venta en CERRO DEL MURMULLO,"Ensanche de Vallecas - La Gavia, Madrid",56.0,47.6,0,1.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,658,128000,HouseType 4: Dúplex,0,0,en trámite,1,1,1.0,2.67728,Ensanche de,Villa de,0
1406,20336,Piso en venta en avenida Ensanche de Vallecas,"Ensanche de Vallecas - La Gavia, Madrid",57.0,48.45,1,1.0,5,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,813,169000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1407,20335,Piso en venta en avenida Real de Arganda,"Ensanche de Vallecas - La Gavia, Madrid",92.0,78.2,3,1.0,3,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,850,179900,HouseType 1: Pisos,0,0,F,0,1,0.0,2.67728,Ensanche de,Villa de,2
1408,20334,Piso en venta en calle del Puerto de Porzuna,"Casco Histórico de Vallecas, Madrid",60.0,51.0,2,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,539,100000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.956,Casco Histórico,Villa de,3
1409,20333,"Ático en venta en avenida Ensanche de Vallecas, 83","Ensanche de Vallecas - La Gavia, Madrid",52.0,34.0,0,1.0,8,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,773,158000,HouseType 5: Áticos,0,0,A,1,1,2.0,2.67728,Ensanche de,Villa de,7
1410,20332,Piso en venta en paseo DE VILLAMANRIQUE,"Casco Histórico de Vallecas, Madrid",66.0,56.0,2,1.0,2,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,738,148600,HouseType 1: Pisos,0,0,G,0,1,0.0,1.956,Casco Histórico,Villa de,1
1413,20329,Piso en venta en calle de los Montes de Toledo,"Casco Histórico de Vallecas, Madrid",52.0,49.0,2,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,656,127500,HouseType 1: Pisos,0,0,en trámite,0,0,0.0,1.956,Casco Histórico,Villa de,0
1414,20328,Piso en venta en calle ZORITA DE LA FRONTERA,"Ensanche de Vallecas - La Gavia, Madrid",110.0,85.0,3,2.0,3,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1299,340000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1415,20327,Piso en venta en avenida DEL ENSANCHE DE VALLECAS,"Ensanche de Vallecas - La Gavia, Madrid",56.0,48.0,1,2.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,833,175000,HouseType 1: Pisos,0,0,E,1,1,0.0,2.67728,Ensanche de,Villa de,3
1416,20326,Piso en venta en calle Sierra de Bobia,"Casco Histórico de Vallecas, Madrid",97.0,82.45,3,2.0,1,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,913,199000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1417,20325,Piso en venta en alameda del Valle,"Ensanche de Vallecas - La Gavia, Madrid",126.0,107.1,3,2.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1174,290000,HouseType 1: Pisos,0,0,D,1,1,0.0,2.67728,Ensanche de,Villa de,4
1418,20324,Piso en venta en calle de Peña Nueva,"Casco Histórico de Vallecas, Madrid",82.0,63.0,3,1.0,2,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,698,138000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.956,Casco Histórico,Villa de,3
1421,20321,Piso en venta en avenida de Santa Eugenia,"Santa Eugenia, Madrid",116.0,105.0,4,2.0,6,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,1192,297000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1422,20320,Piso en venta en calle de Fuentespina,"Santa Eugenia, Madrid",120.0,110.0,3,2.0,6,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,1081,255000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1423,20319,Piso en venta en avenida de las Suertes,"Ensanche de Vallecas - La Gavia, Madrid",85.0,72.25,2,1.0,3,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1038,240000,HouseType 1: Pisos,0,0,E,1,1,0.0,2.67728,Ensanche de,Villa de,3
1424,20318,"Piso en venta en calle del Puerto de Pozazal, 37","Ensanche de Vallecas - La Gavia, Madrid",55.0,54.0,1,1.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,686,135000,HouseType 1: Pisos,0,0,inmueble exento,1,1,0.0,2.67728,Ensanche de,Villa de,0
1425,20317,"Piso en venta en calle de Antonio Gades, 49","Ensanche de Vallecas - La Gavia, Madrid",90.0,76.5,2,2.0,7,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1143,278000,HouseType 1: Pisos,0,0,E,1,1,0.0,2.67728,Ensanche de,Villa de,3
1429,20313,"Ático en venta en calle Canencia de La Sierra, 16","Ensanche de Vallecas - La Gavia, Madrid",95.0,80.0,2,1.0,5,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1225,310000,HouseType 5: Áticos,0,0,en trámite,1,1,2.0,2.67728,Ensanche de,Villa de,0
1430,20312,"Piso en venta en calle de Villamayor de Santiago, 11","Ensanche de Vallecas - La Gavia, Madrid",84.0,71.4,2,2.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1132,274000,HouseType 1: Pisos,0,0,D,1,1,0.0,2.67728,Ensanche de,Villa de,4
1431,20311,Piso en venta en calle Peñaranda de Bracamonte esquina Moratilla de Henares s/n,"Ensanche de Vallecas - La Gavia, Madrid",132.0,95.0,3,2.0,3,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1336,355800,HouseType 1: Pisos,1,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1432,20310,"Ático en venta en calle Muela de San Juan, 43","Casco Histórico de Vallecas, Madrid",84.0,71.4,2,1.0,4,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,1058,247000,HouseType 5: Áticos,0,0,D,0,1,2.0,1.956,Casco Histórico,Villa de,4
1434,20308,Piso en venta en calle Peñaranda de Bracamonte esquina Moratilla de Henares s/n,"Ensanche de Vallecas - La Gavia, Madrid",134.0,97.0,3,2.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1351,362000,HouseType 1: Pisos,1,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1438,20304,Piso en venta en Casco Histórico de Vallecas,"Villa de Vallecas, Madrid",38.0,32.3,1,1.0,0,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,561,104900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1439,20303,"Piso en venta en calle Virgen de las Viñas, 10","Santa Eugenia, Madrid",93.0,84.0,3,2.0,7,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,917,200000,HouseType 1: Pisos,0,0,A,0,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,7
1440,20302,"Piso en venta en calle Poza de la Sal, 14","Santa Eugenia, Madrid",119.0,90.0,4,2.0,4,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,1250,320000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1441,20301,"Piso en venta en calle Puerto de las Pilas, 9","Casco Histórico de Vallecas, Madrid",127.0,107.95,3,2.0,4,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,1105,264000,HouseType 1: Pisos,0,0,C,0,1,0.0,1.956,Casco Histórico,Villa de,5
1442,20300,"Ático en venta en alameda del Valle, 22","Ensanche de Vallecas - La Gavia, Madrid",126.0,75.0,3,2.0,7,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1496,425000,HouseType 5: Áticos,0,0,no indicado,1,1,2.0,2.67728,Ensanche de,Villa de,0
1443,20299,"Piso en venta en calle de Villamayor de Santiago, 11","Ensanche de Vallecas - La Gavia, Madrid",101.0,85.85,3,2.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1250,320000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1444,20298,"Piso en venta en avenida de la Gran Vía del Sureste, 42","Ensanche de Vallecas - La Gavia, Madrid",93.0,79.05,2,2.0,3,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1006,229000,HouseType 1: Pisos,0,0,E,1,0,0.0,2.67728,Ensanche de,Villa de,3
1446,20296,"Piso en venta en calle Rozas de Puerto Real, 8","Ensanche de Vallecas - La Gavia, Madrid",54.0,45.0,1,1.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,780,160000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1447,20295,"Piso en venta en calle de Puentelarra, 50","Santa Eugenia, Madrid",169.0,145.0,4,2.0,6,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,1238,315000,HouseType 1: Pisos,0,1,en trámite,1,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1448,20294,"Piso en venta en calle del Puerto de Pozazal, 37","Casco Histórico de Vallecas, Madrid",54.0,45.9,1,1.0,7,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,762,155000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,1.956,Casco Histórico,Villa de,0
1449,20293,"Piso en venta en avenida de la Gran Vía del Sureste, 29","Ensanche de Vallecas - La Gavia, Madrid",68.0,48.0,1,1.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,901,195000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1450,20292,"Piso en venta en calle de la Pueblanueva, 8","Ensanche de Vallecas - La Gavia, Madrid",60.0,40.0,1,1.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1050,244000,HouseType 1: Pisos,0,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1451,20291,Dúplex en venta en carretera Villaverde a Vallecas,"Ensanche de Vallecas - La Gavia, Madrid",70.0,59.5,1,1.0,0,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,583,110000,HouseType 4: Dúplex,0,0,en trámite,1,1,1.0,2.67728,Ensanche de,Villa de,0
1452,20290,Ático en venta en calle Muela de San Juan,"Casco Histórico de Vallecas, Madrid",85.0,65.0,2,1.0,4,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,1058,247000,HouseType 5: Áticos,0,0,en trámite,0,1,2.0,1.956,Casco Histórico,Villa de,0
1453,20289,Piso en venta en Casco Histórico de Vallecas,"Villa de Vallecas, Madrid",160.0,136.0,4,2.0,2,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,1213,305000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1454,20288,Piso en venta en calle Fuentespina,"Santa Eugenia, Madrid",135.0,122.0,4,2.0,2,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,1066,249900,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1456,20286,Piso en venta en Ensanche de Vallecas - La Gavia,"Villa de Vallecas, Madrid",103.0,87.55,2,2.0,3,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1148,280000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1457,20285,Ático en venta en calle Cerro del Murmullo,"Ensanche de Vallecas - La Gavia, Madrid",90.0,76.5,1,1.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,884,189900,HouseType 5: Áticos,0,0,en trámite,1,1,2.0,2.67728,Ensanche de,Villa de,0
1458,20284,Piso en venta en calle Puerto de Lumbreras,"Casco Histórico de Vallecas, Madrid",64.0,54.4,2,1.0,4,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,933,205000,HouseType 1: Pisos,0,0,no indicado,0,1,0.0,1.956,Casco Histórico,Villa de,0
1459,20283,Piso en venta en calle de María Teresa León,"Ensanche de Vallecas - La Gavia, Madrid",57.0,48.45,1,1.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,777,159000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1460,20282,Piso en venta en Ensanche de Vallecas - La Gavia,"Villa de Vallecas, Madrid",117.0,102.0,3,2.0,3,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1250,320000,HouseType 1: Pisos,0,0,A,1,1,0.0,2.67728,Ensanche de,Villa de,7
1461,20281,Piso en venta en calle de Sierra Gádor,"Casco Histórico de Vallecas, Madrid",95.0,80.75,1,1.0,2,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,795,164000,HouseType 1: Pisos,0,1,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1462,20280,Piso en venta en calle la Escuela de Vallecas,"Ensanche de Vallecas - La Gavia, Madrid",133.0,113.05,2,2.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,985,222000,HouseType 1: Pisos,0,0,G,1,1,0.0,2.67728,Ensanche de,Villa de,1
1463,20279,Piso en venta en Ensanche de Vallecas - La Gavia,"Villa de Vallecas, Madrid",79.0,67.15,2,1.0,5,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1009,230000,HouseType 1: Pisos,0,0,en trámite,1,0,0.0,2.67728,Ensanche de,Villa de,0
1464,20278,Piso en venta en calle Manuel Vélez,"Casco Histórico de Vallecas, Madrid",77.0,65.45,1,1.0,0,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,705,140000,HouseType 1: Pisos,0,0,E,0,1,0.0,1.956,Casco Histórico,Villa de,3
1466,20276,Piso en venta en Ensanche de Vallecas - La Gavia,"Villa de Vallecas, Madrid",63.0,53.55,1,1.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,851,180000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,2.67728,Ensanche de,Villa de,0
1467,20275,Piso en venta en Palazuelos,"Casco Histórico de Vallecas, Madrid",82.0,72.0,3,1.0,2,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,816,170000,HouseType 1: Pisos,0,0,E,1,1,0.0,1.956,Casco Histórico,Villa de,3
1468,20274,Ático en venta en calle DE PUENTEDEY,"Ensanche de Vallecas - La Gavia, Madrid",65.0,52.0,1,1.0,7,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1135,275000,HouseType 5: Áticos,0,0,en trámite,1,1,2.0,2.67728,Ensanche de,Villa de,0
1469,20273,"Piso en venta en calle de José Gutiérrez Maroto, 29","Ensanche de Vallecas - La Gavia, Madrid",70.0,61.0,1,1.0,0,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,948,210000,HouseType 1: Pisos,0,0,C,1,1,0.0,2.67728,Ensanche de,Villa de,5
1470,20272,Piso en venta en Casco Histórico de Vallecas,"Villa de Vallecas, Madrid",60.0,50.0,2,1.0,1,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,548,102000,HouseType 1: Pisos,0,1,en trámite,1,1,0.0,1.956,Casco Histórico,Villa de,0
1471,20271,Piso en venta en calle Embalse del Vellón,"Ensanche de Vallecas - La Gavia, Madrid",90.0,76.5,2,2.0,0,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,851,180000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1473,20269,Piso en venta en calle TALAMANCA DEL JARAMA,"Ensanche de Vallecas - La Gavia, Madrid",95.0,70.0,2,2.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1135,275000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1474,20268,Piso en venta en calle ROZAS DE PUERTO REAL,"Ensanche de Vallecas - La Gavia, Madrid",54.0,45.0,1,1.0,2,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,758,154000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1476,20266,Piso en venta en calle Embalse de Navacerrada,"Ensanche de Vallecas - La Gavia, Madrid",70.0,59.5,2,1.0,3,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,850,179900,HouseType 1: Pisos,0,0,en trámite,1,0,0.0,2.67728,Ensanche de,Villa de,0
1477,20265,Piso en venta en calle Puerto de Benasque,"Casco Histórico de Vallecas, Madrid",60.0,51.0,2,1.0,3,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,583,109900,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1478,20264,Piso en venta en calle Cabana,"Casco Histórico de Vallecas, Madrid",56.0,47.6,2,1.0,0,Neighborhood 128: Casco Histórico de Vallecas (1956.0 €/m2) - District 20: Villa de Vallecas,766,156000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,1.956,Casco Histórico,Villa de,0
1479,20263,Piso en venta en avenida de la Gran Vía del Sureste,"Ensanche de Vallecas - La Gavia, Madrid",80.0,68.0,2,2.0,3,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1006,229000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1480,20262,Piso en venta en calle Fuentespina,"Santa Eugenia, Madrid",93.0,79.05,3,2.0,5,Neighborhood 130: Santa Eugenia (2175.93 €/m2) - District 20: Villa de Vallecas,979,220000,HouseType 1: Pisos,0,0,en trámite,0,1,0.0,2.1759299999999997,Santa Eugenia,Villa de,0
1481,20261,"Piso en venta en alameda del Valle, 23","Ensanche de Vallecas - La Gavia, Madrid",53.0,45.05,1,1.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,813,169000,HouseType 1: Pisos,0,0,E,1,1,0.0,2.67728,Ensanche de,Villa de,3
1482,20260,"Piso en venta en alameda del valle, 21","Ensanche de Vallecas - La Gavia, Madrid",60.0,51.0,1,1.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,816,170000,HouseType 1: Pisos,0,0,en trámite,1,1,0.0,2.67728,Ensanche de,Villa de,0
1483,20259,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",108.0,91.8,3,2.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1109,265300,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1484,20258,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",104.0,88.4,3,2.0,4,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1108,265154,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1485,20257,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",104.0,88.4,3,2.0,5,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1109,265300,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
1486,20256,Piso en venta en calle Embalse del Vellón s/n,"Ensanche de Vallecas - La Gavia, Madrid",107.0,90.95,3,2.0,1,Neighborhood 129: Ensanche de Vallecas - La Gavia (2677.28 €/m2) - District 20: Villa de Vallecas,1119,268914,HouseType 1: Pisos,1,0,no indicado,1,1,0.0,2.67728,Ensanche de,Villa de,0
